Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice
255,0.23562327,0.22896223,-0.0,0.68152344,0.48642728,0.9394789,0.8298413,0.16101258,-0.0,-0.0,0.4238769,0.15821406,0.15446022,0.6267198,-0.0,0.37441748,-0.0,-0.0,0.6676428,0.50936913,0.50736684,0.3400507,0.504291,0.3416041,1.0002705,0.50569576,0.31712946,0.22892573,0.00086622505,-0.0,-0.0,-0.0,-0.0,-0.0,0.09073844,0.007838806,0.7591279,1.0043585,0.9996362,-0.0,0.98745567,-0.0,1.018159,-0.0,0.33122206,0.25908002,0.2871692,-0.0,0.71050376,-0.0,0.14157653,0.84740835,0.86950755,0.26021278,0.6649905,1.0200734,0.39971045,0.49578542,0.76600695,0.76314193,0.82772565,0.83047575,0.20085463,-0.0,1.0041227,0.8152318,0.64707774,0.995002,0.7886884,0.49836057,-0.0,0.8095685,0.802775,1.0051743,1.0015649,1.0041777,1.0068334,1.0017952,0.80087256,0.2723582
256,0.23003882,0.22096854,-0.0,0.56874275,0.48551565,0.96740985,0.9004296,-0.0,-0.0,-0.0,0.15841183,0.1376666,0.1257057,0.41248003,-0.0,0.27085254,-0.0,-0.0,0.66683286,0.5113692,0.38419873,0.33878723,0.42256343,0.0011057018,1.0027497,0.5061551,0.48936194,0.26054448,0.10771294,-0.0,-0.0,-0.0,-0.0,-0.0,0.3624901,0.5135472,0.2595002,1.0030077,1.0016042,-0.0,0.98634017,-0.0,1.0116255,-0.0,0.8724015,0.25468066,0.288997,-0.0,0.71499115,-0.0,0.14024356,0.8409459,0.86736184,0.50667816,0.66236293,1.019235,0.39937988,0.4923636,0.767511,0.74841505,0.66004515,0.83000165,0.20003149,-0.0,1.0016696,0.81312084,0.6442378,0.9957312,0.98416746,0.15842037,0.31097803,0.80629957,0.8030139,0.9986606,0.9987969,1.0072396,1.0049878,0.9999159,0.79833233,0.2440206
257,-0.0,0.2332322,-0.0,0.6742362,0.48663726,0.9837514,0.9365196,0.08796233,-0.0,-0.0,0.11652759,0.2627356,0.28958687,-0.0,-0.0,0.24414536,0.34768546,-0.0,0.6695251,0.50970143,0.3845708,0.33883306,0.5039738,0.3423949,1.0011002,0.50137186,0.47733825,0.14860389,0.20254342,-0.0,-0.0,-0.0,-0.0,-0.0,0.18217984,0.77097297,0.7592799,1.0021229,0.9978658,0.97703457,0.98659545,-0.0,1.015186,-0.0,0.20731609,0.25693926,0.28537816,-0.0,0.2785367,-0.0,0.1407889,0.85075516,0.8750315,0.7581472,0.6648054,1.0127454,0.39642465,0.5036112,0.77072096,0.76944846,0.32361558,0.8312778,0.20084837,-0.0,1.00378,0.812609,0.65165126,0.9936275,0.3866144,0.1585978,0.30454388,0.8064031,0.80218065,1.001679,0.9998227,1.00965,1.0026792,0.9998202,-0.0,0.25417316
258,0.2297709,0.27106985,-0.0,0.67420775,0.48698208,0.9453262,0.85301113,0.08459805,-0.0,-0.0,0.26077223,0.15703648,0.14098695,0.39422828,-0.0,0.27772903,-0.0,-0.0,0.67024004,0.5049495,0.38583407,0.33999458,0.419379,0.34052566,0.9975897,0.50255275,0.4103102,-0.0,0.1792441,-0.0,-0.0,-0.0,-0.0,-0.0,0.37285155,0.5223732,0.75850815,1.0013522,1.0014672,0.98293674,0.98962903,-0.0,1.0164605,-0.0,0.20383388,0.25869995,0.28834343,-0.0,0.7085862,-0.0,0.14085196,0.8545916,0.87816155,0.2612214,0.6687156,1.013624,0.39951715,0.5059069,0.76656634,0.7704399,0.32828182,0.8342401,0.20001516,-0.0,1.003186,0.8126442,0.6528133,0.99515414,0.79275316,0.16599883,0.30904618,0.8033775,0.80244434,1.0012802,1.0000407,1.0056833,1.0038141,1.0043393,0.7979969,0.26824003
259,-0.0,0.2490033,-0.0,0.45303053,0.49198928,0.6233971,0.10293054,-0.0,-0.0,-0.0,-0.0,-0.0,0.13206443,-0.0,-0.0,0.11549489,-0.0,-0.0,0.33016416,-0.0,0.2576452,0.33564964,0.17731677,-0.0,0.9815093,0.25693247,0.22890723,-0.0,0.08100752,-0.0,-0.0,-0.0,-0.0,-0.0,1.0156112,0.5275186,1.0157471,1.0082868,0.99500895,0.9740222,0.9888833,-0.0,1.0196352,-0.0,0.70112836,0.26416028,0.28900367,-0.0,0.28401798,-0.0,0.14177324,0.19740745,0.20376195,0.5068398,1.0041504,1.0214496,0.40033484,0.9893616,1.0282602,1.01735,0.9915546,0.9959104,0.20273891,0.4892394,1.0032082,0.014678091,0.98538125,0.9925726,1.0094304,0.8288595,0.6440132,0.80558777,0.8054453,1.008998,0.9990524,1.0058918,1.0052394,0.9999327,0.8061532,0.08544462
260,0.35504913,0.39937732,-0.0,0.5541126,0.48927948,0.65903854,0.19423299,0.22446752,-0.0,-0.0,-0.0,0.2180802,0.2340157,-0.0,-0.0,0.19950159,0.3452171,-0.0,0.3387131,-0.0,0.38344607,0.33826876,0.33717573,0.3444172,0.98094976,0.4991048,0.6256513,-0.0,-0.0,0.4437778,-0.0,-0.0,-0.0,-0.0,0.37194237,0.76665497,0.7535642,1.0035276,1.0031124,0.9851967,0.9927781,-0.0,0.014128409,-0.0,0.50090355,0.011533033,0.28782108,-0.0,0.998115,-0.0,0.14096773,0.92491245,0.9433198,0.26370746,1.0032827,1.0105646,0.1913648,0.76232177,0.769974,0.26306126,0.6600123,-0.0,0.19940734,1.0206894,1.0005155,0.8120421,0.99129164,0.98305655,0.786222,0.153988,0.6458827,0.80667424,0.79727685,0.9958435,0.99838567,0.24127679,1.0052823,0.9992077,0.7953518,0.19094886
261,0.23002014,0.23419362,-0.0,0.77366626,0.49398908,0.9857999,0.95749235,0.1385492,-0.0,-0.0,0.6398359,0.24179599,0.2569948,0.52438784,-0.0,0.4217198,-0.0,-0.0,0.67183393,0.50946957,0.38470843,0.33905956,0.6661371,0.34279293,1.0080307,0.7493444,0.6237654,0.00047564186,0.27642292,-0.0,-0.0,-0.0,-0.0,-0.0,0.9223402,0.25603023,0.75115436,1.0018269,1.0057667,-0.0,0.9778979,-0.0,1.0124807,-0.0,0.2093853,0.25956276,0.28971517,-0.0,0.7011134,-0.0,0.14235504,0.344904,0.33602986,0.76212025,0.6686676,1.0129995,0.39718288,-0.0,0.7675069,0.773085,0.82476074,0.83047384,0.19998756,-0.0,1.0034028,0.8142691,-0.0,0.9903101,0.38658604,0.4981796,-0.0,0.8031622,0.80786324,0.9971911,1.0018268,1.0075848,1.0076249,0.7285788,1.0016791,0.33004943
262,0.34960327,0.30046323,-0.0,0.55825466,0.7350353,0.7706857,0.75231194,0.006376446,-0.0,-0.0,0.0020203262,0.09056759,0.20777023,-0.0,-0.0,0.17162597,0.35382456,-0.0,0.33278343,-0.0,0.38352683,0.32850304,0.3332984,0.34280077,0.9819875,0.50522256,0.361776,0.35057858,0.022366539,-0.0,-0.0,-0.0,-0.0,-0.0,0.54444784,0.0019945893,0.75237983,1.0024632,0.99208236,-0.0,0.98176265,-0.0,0.0011425242,-0.0,0.7842207,0.25567427,0.28050622,-0.0,1.0014735,-0.0,0.14332865,0.4181978,0.6709283,0.26402858,0.99140286,1.0079654,0.19288498,0.49928188,0.25698408,-0.0,-0.0,0.82832843,0.20119888,1.0115404,0.99512696,0.8028637,0.98155737,0.98824555,0.78388697,0.15497956,0.6444454,0.7971854,0.7962619,0.9986528,0.9946605,0.25023857,1.0049772,0.99809486,0.7918821,0.15569158
263,0.1756414,0.17568356,-0.0,0.44888315,0.7334738,0.42309123,0.8461917,-0.0,-0.0,-0.0,0.0006035685,0.15912645,0.14915475,-0.0,-0.0,0.1801061,0.34814915,-0.0,0.341456,-0.0,0.3823913,0.33076122,0.33736253,-0.0,0.9826752,0.5039932,0.35385776,0.008821514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2717869,1.0102699,1.011972,1.0048692,0.99817145,0.9737303,0.9851918,-0.0,-0.0,-0.0,0.71322733,0.2572454,0.2843495,-0.0,-0.0,-0.0,0.1447275,0.908078,0.9292648,0.5074149,1.000214,1.0147609,-0.0,0.7467966,0.7708193,0.7579551,0.4821411,-0.0,0.19443756,0.9930373,0.98788154,0.8064913,0.9886836,0.9878382,0.9857726,0.80979913,0.6306983,0.8027596,0.80156875,1.0055519,0.9966719,0.9966021,0.99944216,1.0044887,0.7974427,0.13176464
264,0.040934842,0.117828764,-0.0,0.4523791,0.5010378,0.4137626,0.9111397,-0.0,-0.0,-0.0,0.2952406,0.13125557,0.10365753,-0.0,-0.0,0.08304177,0.009381534,-0.0,0.3346375,-0.0,0.2447131,0.32755706,0.18675986,0.003056748,0.96546185,0.523215,0.35717157,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.456461,0.5286664,1.0038435,1.0077605,0.029881328,0.6425558,-0.0,-0.0,1.0131788,-0.0,0.69976556,0.010397129,0.29888287,-0.0,0.2785124,-0.0,0.14222957,0.91852146,0.9262936,0.51752746,1.0053376,1.030187,-0.0,0.23599915,0.77802384,0.7605887,0.8317851,0.84099466,0.20787093,0.5041772,-0.0,0.4206463,0.9863224,0.97652197,1.0065486,0.82661825,0.6335575,0.8064676,0.811936,0.011885129,0.9916754,1.0035414,1.0047336,1.0021186,0.81834364,0.0724924
265,-0.0,0.25961763,-0.0,0.5609382,0.6176201,0.8027041,0.52121466,0.10766015,-0.0,-0.0,0.2672982,0.23134279,0.25179505,-0.0,-0.0,0.21486285,0.0065831253,-0.0,0.66575557,-0.0,0.39159846,0.33911216,0.4160136,0.34268668,0.9913974,0.50221336,0.41682595,0.33245653,0.0026422534,-0.0,-0.0,-0.0,-0.0,-0.0,0.460225,0.51563936,0.75355464,1.00086,0.9943273,-0.0,0.99073565,-0.0,1.0136665,-0.0,0.5865026,0.2599642,0.28400996,-0.0,0.28856897,-0.0,0.14486842,0.5594603,0.52739906,0.2583252,1.0032222,0.5148734,0.19346794,0.49524257,0.7596354,0.76437515,0.31439802,0.4975893,0.19679594,1.0010165,0.99600214,0.807925,0.6540261,0.98899335,0.79057306,0.1615061,-0.0,0.8065996,0.80224204,0.9952812,1.0014126,-0.0,1.000763,0.998498,0.79519874,0.18911748
266,0.23130247,0.23788847,-0.0,0.566064,0.48631367,0.9227103,0.79448867,-0.0,-0.0,-0.0,0.03831729,0.1311065,0.10957883,0.3343223,-0.0,0.2279228,0.3488226,-0.0,0.6691665,0.5114643,0.3858315,0.3384193,0.5025279,0.33890826,0.99723554,0.50715035,0.30309498,0.1161772,0.14069703,-0.0,-0.0,-0.0,-0.0,-0.0,0.45493442,-0.0,0.75724953,0.9988846,0.99868196,-0.0,0.30849737,-0.0,0.50713605,-0.0,0.3260702,0.25395644,0.2846391,-0.0,0.71348715,-0.0,0.14211808,0.8453221,0.8721886,0.5111125,0.9996619,1.0132616,0.4031548,0.49511507,0.76313823,-0.0,0.32698622,0.82879585,0.20159149,0.5160081,1.0024072,0.812427,0.9855386,0.9918002,0.78841925,0.16132346,-0.0,0.8037194,0.80102456,0.99862033,0.9989767,1.0041254,1.0044693,0.99937135,0.7961476,0.2068998
267,0.33183062,0.20863596,-0.0,0.45634693,0.8475949,0.49633127,0.78788614,-0.0,-0.0,-0.0,0.14991613,0.11644232,0.18381675,0.35793912,-0.0,0.3454404,-0.0,-0.0,0.6719361,0.51751995,0.50493574,0.33100834,0.51322484,0.33816603,0.9781287,0.26424158,0.18042567,0.3234957,0.047734566,-0.0,-0.0,-0.0,-0.0,-0.0,0.5428509,0.50158113,0.76717967,1.0041221,0.9938148,0.97240585,-0.0,-0.0,0.9949034,-0.0,0.7459456,0.25125372,0.28632724,-0.0,0.41482458,-0.0,0.14297429,0.89541143,0.9264441,0.5077976,0.9964454,1.0135466,0.39313102,0.7459261,0.76555026,0.74091643,0.477536,0.8267125,0.19151893,-0.0,0.9835743,0.8003055,0.63960683,0.9841291,0.37585938,0.8025456,0.6252794,0.8032323,0.8041352,0.9993,0.9939967,0.99294704,0.99491495,1.0001757,0.80482113,0.20551367
268,0.053241998,0.24537449,-0.0,0.45751056,0.6095971,0.49794832,0.08149772,-0.0,-0.0,-0.0,0.08787826,0.12723103,0.09510009,-0.0,-0.0,0.090727694,-0.0,-0.0,0.3309015,-0.0,0.24382582,0.3409715,0.17871056,0.33451858,0.9848331,0.25805008,0.6469181,-0.0,0.04435218,-0.0,-0.0,-0.0,-0.0,-0.0,0.10945695,0.5357655,1.0036359,1.0058777,0.99289465,0.9803077,0.99821943,-0.0,1.017859,-0.0,0.36950755,0.26853034,0.2927995,-0.0,0.282716,-0.0,0.1427167,0.8494817,0.8701942,0.50635403,0.997063,1.0060252,0.18632367,0.747468,0.7802712,0.77650434,-0.0,0.6559934,0.20448133,-0.0,1.0097331,0.81277424,0.98473346,0.9865669,0.4057287,0.82767314,-0.0,0.002278123,0.007957738,1.0206436,1.0047075,0.98671347,0.99873114,1.001388,0.80140436,0.12541416
269,-0.0,0.008878568,-0.0,0.5542521,0.7390895,0.7599672,0.43971854,0.09055657,-0.0,-0.0,0.17000313,0.18847558,0.18107545,-0.0,-0.0,0.15722498,0.34383956,-0.0,0.33092964,0.5195182,0.38140085,0.33690602,0.33804172,0.33406654,0.98591495,0.25640413,0.3583399,0.44025815,0.05100657,-0.0,-0.0,-0.0,-0.0,-0.0,0.3713731,0.2465866,0.7553443,0.9979986,1.0005056,-0.0,0.9956375,-0.0,0.009864785,-0.0,0.294738,0.2582345,0.28118265,-0.0,0.28135285,-0.0,0.1437667,0.4229498,0.40262672,0.25911963,0.99532545,0.51350856,0.19447893,0.7370003,0.26471838,0.7546612,0.15104437,0.8240226,0.20136061,1.003646,1.0008625,0.80919784,0.98617667,0.98638254,0.2032712,0.16174866,0.3234508,0.8016337,0.4040706,1.0001066,0.999764,0.0067704134,1.0021359,1.0014321,0.8071003,0.16269992
270,0.23131378,0.2838603,-0.0,0.78549856,0.49031064,0.9883295,0.9496043,-0.0,-0.0,-0.0,0.47396427,0.17554031,0.17638054,0.39600623,-0.0,0.30590713,-0.0,-0.0,0.6689273,0.5137015,0.3877089,0.33873025,0.50278586,0.34692076,1.0085627,0.75334984,0.7588741,0.23363116,0.09727905,-0.0,-0.0,-0.0,-0.0,-0.0,0.6379565,0.0006864462,0.25703177,1.0041078,1.0040596,0.9846445,0.98763615,-0.0,1.0055481,-0.0,0.8690851,0.25489414,0.2900213,-0.0,0.7119657,-0.0,0.14155664,0.84776515,0.87333083,0.5132805,0.66678727,1.0131806,0.40275353,0.5031844,0.7633673,0.49382085,0.83124804,0.830213,0.20077744,0.50075006,1.0023321,0.8153485,0.649352,0.993097,0.3839253,0.15740187,0.3066374,0.8020836,0.8064865,0.99806505,1.0010529,1.0043132,1.0036808,0.73927444,1.0017594,0.31868607
271,-0.0,0.25119475,-0.0,0.66825485,0.7360941,0.60348,0.91922414,-0.0,-0.0,-0.0,0.039347064,0.23246527,0.24124855,-0.0,-0.0,0.20219502,0.34553638,-0.0,0.33586302,-0.0,0.25130177,0.3418235,0.25071475,0.67349416,0.98644173,0.4994243,0.3180611,0.09210041,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.26643965,0.51285785,0.75747055,1.0033789,1.0025692,-0.0,0.6515581,-0.0,0.25255388,-0.0,0.16839468,0.26060608,0.28519392,-0.0,0.27489537,-0.0,0.26954326,0.6342656,0.6672402,0.50309294,0.9996431,1.0119572,0.19412246,0.48856932,0.77500486,0.2553417,0.4842545,0.32806486,0.19882962,0.0001527362,0.9997065,0.80656326,0.9957062,0.65225804,0.7901358,0.15593089,0.64833784,0.8071314,0.8022872,0.99894536,0.9977789,1.0078156,1.0027488,1.0038546,0.7956432,0.28709188
272,0.23002657,0.3117582,-0.0,0.7861631,0.73694944,0.9306214,0.9591436,0.19606346,-0.0,-0.0,0.2728897,0.18714789,0.19109696,0.54409796,-0.0,0.3741083,-0.0,-0.0,0.6683796,0.5107748,0.5099315,0.33866856,0.58838505,0.34137365,0.998201,0.7555281,0.48556435,0.15575263,0.10812325,-0.0,-0.0,-0.0,-0.0,-0.0,0.27884826,1.0287188,0.75682336,1.0001941,1.0000112,-0.0,0.9860158,-0.0,0.2581587,-0.0,0.625013,0.25675458,0.28457493,-0.0,0.7086194,-0.0,0.14135188,0.8444485,0.86718607,0.25740474,0.6654539,1.017279,0.3968247,0.50211644,0.76724905,0.7635035,0.32182375,0.8326952,0.2010909,-0.0,1.0014483,0.80916405,0.6474286,0.99020594,0.3801343,0.15955569,-0.0,0.80520344,0.80031264,0.9960766,0.999246,1.0033293,1.002671,1.0002662,0.7993309,0.3543165
273,-0.0,0.27176917,-0.0,0.56458116,0.6119954,0.6437495,0.6480488,0.09766226,-0.0,-0.0,-0.0,0.20256114,0.30458683,-0.0,-0.0,0.25732622,0.34289008,-0.0,0.66687644,-0.0,0.3810641,0.33879378,0.3394236,0.3509644,0.9816818,0.25711623,0.25356716,0.34476212,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.27167463,0.7696449,0.76304907,1.0030239,1.0007861,0.97564924,0.9901923,-0.0,1.0144081,-0.0,0.49607423,0.13052192,0.2866695,-0.0,0.27545986,-0.0,0.14190051,0.9159675,0.9379506,0.0037920345,1.0023575,1.0155588,0.19896789,0.7428113,0.7717716,0.7532359,0.65611154,0.49351656,0.19901583,0.495256,1.004181,0.8154341,0.9879769,0.3258653,0.38880646,0.15407227,0.29760268,0.80176926,0.80456483,1.0019592,0.99928117,0.5012394,0.99336547,1.0004935,0.8014034,0.14857528
274,-0.0,0.2582336,-0.0,0.44890356,0.737548,0.8049276,0.5267437,-0.0,-0.0,-0.0,0.1169211,0.1398425,0.11724031,-0.0,-0.0,0.096313134,0.0012168,-0.0,0.33489805,-0.0,0.25966072,0.33721069,0.24986263,-0.0,0.9854841,0.25094962,0.1934355,0.20641762,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.46125036,0.24985428,0.7559662,0.99935347,0.9968107,0.978253,0.99561054,-0.0,0.0027645007,-0.0,0.4544508,0.25573108,0.283657,-0.0,0.28183764,-0.0,0.14298005,0.41861516,0.464385,0.5074909,0.9960849,1.0089105,0.1933291,0.7434239,0.77035165,0.2380599,-0.0,0.8256013,0.20259815,1.0055926,1.0001783,0.8134022,0.9828557,0.99139076,0.9982027,0.15919068,0.64911795,0.8023968,0.8005631,1.0036315,0.996807,0.9985822,1.0025808,0.9981342,0.79921055,0.12424464
275,0.17750646,0.19400631,-0.0,0.672996,0.74433786,0.39866605,0.9350778,-0.0,-0.0,-0.0,0.41833463,0.16039947,0.14553905,0.2832986,-0.0,0.23921184,-0.0,-0.0,0.6698854,0.5028592,0.38364515,0.33468506,0.25717166,0.0062400084,0.97749186,0.50398135,0.47857493,0.098433316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.83085585,0.7676321,0.75460315,1.007931,1.003119,0.989512,0.98887604,-0.0,1.0128944,-0.0,0.1252599,0.2631244,0.28591067,-0.0,-0.0,-0.0,0.14234221,0.91270655,0.947267,0.50358367,0.6734072,0.52193964,-0.0,0.767572,0.7674012,0.7713576,0.83466685,0.8381924,0.3994555,0.49375442,-0.0,0.8142286,-0.0,0.99087626,1.0108279,0.83366007,0.64752555,0.8192072,0.8020756,1.0053267,0.9936089,1.0072701,1.0053216,1.009197,0.80659425,0.2357549
276,-0.0,0.43157446,-0.0,0.6780786,0.4910163,0.9630902,0.897386,-0.0,-0.0,-0.0,0.67209,0.25085643,0.28202745,-0.0,-0.0,0.23794131,-0.0,-0.0,0.6657582,-0.0,0.38238198,0.34136805,0.4245016,0.0013426247,1.0029321,0.5073853,0.41601706,0.11974633,0.2796145,-0.0,-0.0,-0.0,-0.0,-0.0,0.27522102,1.0295875,0.76215726,1.0053843,0.999833,-0.0,0.98608506,-0.0,1.0194193,-0.0,0.4525683,0.25512803,0.28764054,-0.0,0.2774026,-0.0,0.14072499,0.8422397,0.87177813,0.5058626,0.66712296,1.0251969,0.39199466,-0.0,0.77617794,0.75848836,0.82496274,0.831252,0.2011247,-0.0,1.0044726,0.8106948,0.64828515,0.99045604,0.98524916,0.15560728,-0.0,0.81236804,0.80434656,1.0034475,1.0011101,1.0092804,1.005721,1.0035607,0.80026966,0.23472008
277,-0.0,0.47413754,-0.0,0.33894497,0.48895308,0.57900333,0.008393994,-0.0,-0.0,-0.0,0.31997672,0.13716513,0.12027091,-0.0,-0.0,0.105636135,-0.0,-0.0,0.33591238,-0.0,0.25235668,0.3362798,0.17300853,-0.0,0.9859183,0.50124514,0.2893489,0.0009304253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.47506464,1.0445938,0.7612924,1.0043371,0.99872094,0.9801607,0.9899318,-0.0,0.00890132,-0.0,0.32898834,0.2657384,0.28701997,-0.0,0.28194028,-0.0,0.14197715,0.8542742,0.8816249,0.5086983,1.0099155,1.0220121,0.19388641,0.75116885,0.7804825,0.77887255,0.48626378,0.8306449,0.20275232,-0.0,1.0056608,0.8164762,0.9896392,0.9872537,0.999498,0.83056766,0.6415322,0.8065241,0.80379605,1.0119267,1.0009748,1.0014179,1.001828,1.0032201,0.80408514,0.14112763
278,-0.0,0.3499545,-0.0,0.89665526,0.49361837,0.983601,0.96314615,0.18138377,-0.0,-0.0,0.90260124,0.35128537,0.39948532,-0.0,-0.0,0.33379892,-0.0,-0.0,0.65967745,0.49617782,0.38146004,0.34101215,0.5033507,0.3441356,1.006175,0.75296843,0.53831595,0.14582413,0.17892705,-0.0,-0.0,-0.0,-0.0,-0.0,0.37640667,0.27576023,0.75147164,1.0103784,1.0011792,0.9870043,0.99542695,-0.0,1.0063798,-0.0,0.6584174,0.26455823,0.29352087,-0.0,0.28292382,-0.0,0.14319369,0.36573,0.3504529,0.2623488,-0.0,1.0169647,0.39753973,-0.0,0.76471853,0.26235202,0.8196105,0.8302807,0.20002282,-0.0,1.0032586,0.81181467,-0.0,0.99667233,0.002723325,0.16512416,-0.0,0.8066127,0.80712664,1.006953,1.0041076,1.0053695,1.001705,0.7328529,0.9907073,0.51746327
279,0.23129964,0.2830595,-0.0,0.6746771,0.4850153,0.7714493,0.4546931,0.16534455,-0.0,-0.0,0.33294302,0.18456753,0.18714875,0.41218734,-0.0,0.3209551,-0.0,-0.0,0.66900355,0.5060211,0.50847375,0.3390381,0.50424975,0.3438173,0.99116135,0.50129586,0.3676728,0.34607163,0.21624167,-0.0,-0.0,-0.0,-0.0,-0.0,0.1882827,0.52441627,0.76034456,1.0005468,1.0005897,0.9793078,0.9910002,-0.0,1.0139579,-0.0,0.16281515,0.25491366,0.28680557,-0.0,0.7055396,-0.0,0.14166412,0.6344477,0.67284125,0.26065958,1.0061009,1.017214,0.19792321,0.50184214,0.77233696,0.768758,0.15418778,0.8325383,0.20093763,-0.0,1.0038486,0.81160057,0.98471874,0.9896484,0.7863578,0.1649468,-0.0,0.8044741,0.8033122,1.0005593,1.0008153,1.0007501,1.000662,1.0013825,0.8018271,0.2165639
280,0.22762568,0.2786724,-0.0,0.6787618,0.61221826,0.8590945,0.6529422,0.19397996,-0.0,-0.0,0.1663307,0.13748042,0.19501092,0.38800505,-0.0,0.31983152,-0.0,-0.0,0.6690234,0.51159966,0.38512298,0.3370643,0.42380914,0.345251,0.99041355,0.50711036,0.42313415,0.0007529823,0.15731272,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2728056,0.75721246,1.0006064,0.99743617,0.978063,0.9888122,-0.0,1.0137271,-0.0,0.8280083,0.25854823,0.287856,-0.0,0.7101084,-0.0,0.14121263,0.6339339,0.6708709,0.26170856,0.6604142,1.0100565,0.1985335,0.4984061,0.76507485,-0.0,0.3276044,0.8303793,0.20010793,0.49890724,1.0000211,0.8109598,0.64337885,0.990987,0.7869632,0.15548956,-0.0,0.800133,0.8016757,1.0012012,0.99858063,1.0024962,1.0023235,1.0005399,0.7998245,0.26721188
281,-0.0,0.20516384,-0.0,0.5658526,0.48970643,0.9925132,0.9414023,0.014078443,-0.0,-0.0,0.15842508,0.20467222,0.2166674,-0.0,-0.0,0.17486261,0.0112178335,-0.0,0.6672554,-0.0,0.25176954,0.33820423,0.26221478,0.0008483438,1.001754,0.5080737,0.4072284,-0.0,0.21994382,-0.0,-0.0,-0.0,-0.0,-0.0,0.35993347,-0.0,0.25641537,0.9979528,0.5222961,0.9855593,0.9798862,-0.0,0.9974532,-0.0,0.8720995,0.25358638,0.28782517,-0.0,0.28871414,-0.0,0.14074808,0.84229785,0.8583931,0.7622227,0.6647815,1.0167853,0.39760992,0.4902767,0.7648439,0.7455033,0.32753477,0.8341776,0.20214882,0.49330577,0.9988964,0.8118025,0.6426317,0.99322957,0.9815296,0.16140206,-0.0,0.8069273,0.8010825,1.0016943,0.99860096,1.0064204,1.0053021,0.7535373,0.99776965,0.22107485
282,0.5850624,0.12400804,-0.0,0.6798295,0.48023024,0.99660385,0.97186404,0.07605208,-0.0,-0.0,0.17663518,0.21495469,0.2276457,-0.0,-0.0,0.191091,0.3466071,-0.0,0.6617145,-0.0,0.26331592,0.3484886,0.3351209,0.34630764,0.99855363,0.5056649,0.44962174,0.20647493,0.11671616,-0.0,-0.0,-0.0,-0.0,-0.0,0.2694805,0.76483965,0.76421124,0.9970166,0.9941906,0.97201157,0.98543835,-0.0,1.009525,-0.0,0.660232,0.25375035,0.28270474,0.7213605,0.2847865,-0.0,0.14039926,0.84338754,0.8697903,0.7579426,0.6643003,1.0148755,0.39314863,0.49950752,0.76601374,0.7609375,0.32197884,0.83034235,0.20198992,-0.0,0.99818254,0.8128289,0.649016,0.9965635,0.38318184,0.15129746,0.30609396,0.8069687,0.7982315,1.0023552,0.99268544,1.0052848,1.0072714,0.63280076,0.79786456,0.24292628
283,-0.0,0.25601253,-0.0,0.78692234,0.48948774,1.0012547,0.9964907,0.015107789,-0.0,-0.0,0.6263931,0.23661305,0.26382247,-0.0,-0.0,0.22078651,-0.0,-0.0,0.66805965,-0.0,0.386969,0.34112385,0.33754587,0.3491889,1.0070328,0.75401694,0.64477223,0.25651684,0.27973798,-0.0,-0.0,-0.0,-0.0,-0.0,1.0094838,0.77540493,0.76362866,1.0033653,1.000122,0.98437923,0.9829709,-0.0,1.0150387,-0.0,0.8639436,0.13248438,0.28623015,-0.0,0.2804029,-0.0,0.1415356,0.8432916,0.86911756,0.7573201,0.66652787,1.0173614,0.39681888,0.501776,0.7674428,0.76254433,0.8230394,0.8273388,0.20137388,-0.0,1.003751,0.8155792,0.65482974,0.9960074,0.39585248,0.16133696,-0.0,0.8084215,0.80460095,1.0035644,1.000712,1.007215,1.007136,0.751556,1.003954,0.2899942
